Draw,Date,Letter,Numbers...
0600,Wednesday November 26, 2025,E,5,3,9,5,3,1,9,5,3
0601,Thursday November 27, 2025,Y,2,4,9,2,4,5,9,2,4
0602,Friday November 28, 2025,L,8,3,6,8,3,9,6,8,3
0603,Saturday November 29, 2025,W,6,4,2,6,4,4,2,6,4
0604,Sunday November 30, 2025,N,1,9,1,1,9,3,1,1,9
0605,Monday December 01, 2025,F,1,2,6,1,2,7,6,1,2
0614,Wednesday December 10, 2025,H,6,1,6,6,1,1,6,6,1
0615,Thursday December 11, 2025,Y,0,3,3,0,3,1,3,0,3
0616,Friday December 12, 2025,O,1,1,1,1,1,6,1,1,1
0617,Saturday December 13, 2025,C,4,8,0,4,8,6,0,4,8
0618,Sunday December 14, 2025,J,7,6,6,7,6,7,6,7,6
0619,Monday December 15, 2025,W,4,1,5,4,1,7,5,4,1
0620,Tuesday December 16, 2025,T,5,3,4,5,3,1,4,5,3
0621,Wednesday December 17, 2025,D,2,3,2,2,3,6,2,2,3
0622,Thursday December 18, 2025,J,4,7,4,4,7,8,4,4,7
0623,Friday December 19, 2025,P,2,5,5,2,5,5,5,2,5
0624,Saturday December 20, 2025,O,9,7,8,9,7,2,8,9,7
0625,Sunday December 21, 2025,N,6,4,3,6,4,0,3,6,4
0626,Monday December 22, 2025,A,4,9,8,4,9,5,8,4,9
0627,Tuesday December 23, 2025,E,0,7,5,0,7,2,5,0,7
0628,Wednesday December 24, 2025,L,7,6,5,7,6,1,5,7,6
0629,Thursday December 25, 2025,E,1,5,2,1,5,1,2,1,5
0630,Friday December 26, 2025,J,7,7,9,7,7,7,9,7,7
0631,Saturday December 27, 2025,D,6,4,9,6,4,1,9,6,4
0632,Sunday December 28, 2025,Y,2,5,9,2,5,4,9,2,5
0633,Monday December 29, 2025,R,1,5,5,1,5,1,5,1,5
0634,Tuesday December 30, 2025,G,0,3,1,0,3,5,1,0,3
0635,Wednesday December 31, 2025,Y,9,6,7,9,6,8,7,9,6
0636,Thursday January 01, 2026,H,0,0,5,0,0,4,5,0,0
0637,Friday January 02, 2026,A,3,4,2,3,4,7,2,3,4
0638,Saturday January 03, 2026,O,7,2,5,7,2,2,5,7,2
0639,Sunday January 04, 2026,Z,4,8,2,4,8,1,2,4,8
0640,Monday January 05, 2026,C,7,2,9,7,2,8,9,7,2
0641,Tuesday January 06, 2026,Q,9,5,0,9,5,9,0,9,5
0642,Wednesday January 07, 2026,S,1,6,7,1,6,9,7,1,6
0643,Thursday January 08, 2026,M,7,3,6,7,3,9,6,7,3
0644,Friday January 09, 2026,U,4,0,0,4,0,7,0,4,0
0645,Saturday January 10, 2026,M,7,4,8,7,4,9,8,7,4
0646,Sunday January 11, 2026,W,4,8,0,4,8,1,0,4,8
0647,Monday January 12, 2026,V,5,8,8,5,8,9,8,5,8
0648,Tuesday January 13, 2026,D,7,4,9,7,4,8,9,7,4
0649,Wednesday January 14, 2026,U,6,4,4,6,4,5,4,6,4
0650,Thursday January 15, 2026,U,0,1,9,0,1,2,9,0,1
0651,Friday January 16, 2026,Q,0,9,7,0,9,8,7,0,9
0652,Saturday January 17, 2026,Q,5,5,7,5,5,6,7,5,5
0653,Sunday January 18, 2026,C,2,6,3,2,6,1,3,2,6
0654,Monday January 19, 2026,Z,8,7,1,8,7,1,1,8,7
0655,Tuesday January 20, 2026,W,1,9,3,1,9,2,3,1,9
0656,Wednesday January 21, 2026,H,2,0,4,2,0,2,4,2,0
0657,Thursday January 22, 2026,X,2,4,8,2,4,9,8,2,4
0658,Friday January 23, 2026,F,2,2,4,2,2,8,4,2,2
0659,Saturday January 24, 2026,B,2,5,5,2,5,8,5,2,5
0660,Sunday January 25, 2026,Z,8,1,6,8,1,2,6,8,1
0661,Monday January 26, 2026,U,3,3,6,3,3,6,6,3,3
0662,Tuesday January 27, 2026,W,7,6,0,7,6,7,0,7,6
0663,Wednesday January 28, 2026,D,6,7,4,6,7,4,4,6,7
0664,Thursday January 29, 2026,J,5,9,9,5,9,0,9,5,9
0665,Friday January 30, 2026,B,1,8,8,1,8,5,8,1,8
0666,Saturday January 31, 2026,N,5,6,7,5,6,4,7,5,6
0667,Sunday February 01, 2026,J,4,4,2,4,4,3,2,4,4
0668,Monday February 02, 2026,A,7,9,8,7,9,2,8,7,9
0669,Tuesday February 03, 2026,E,2,1,9,2,1,4,9,2,1
0670,Wednesday February 04, 2026,U,6,8,7,6,8,0,7,6,8
0671,Thursday February 05, 2026,W,3,7,5,3,7,4,5,3,7
0672,Friday February 06, 2026,A,4,5,2,4,5,4,2,4,5
0673,Saturday February 07, 2026,J,7,5,8,7,5,4,8,7,5
0674,Sunday February 08, 2026,G,0,5,2,0,5,8,2,0,5
0675,Monday February 09, 2026,F,3,0,1,3,0,8,1,3,0
0676,Tuesday February 10, 2026,P,2,9,6,2,9,0,6,2,9
0677,Wednesday February 11, 2026,K,9,6,5,9,6,2,5,9,6
0678,Thursday February 12, 2026,U,5,9,0,5,9,5,0,5,9
0679,Friday February 13, 2026,B,5,0,0,5,0,4,0,5,0
0680,Saturday February 14, 2026,P,0,7,2,0,7,7,2,0,7
0681,Sunday February 15, 2026,J,4,7,1,4,7,8,1,4,7
0682,Monday February 16, 2026,U,6,7,7,6,7,1,7,6,7
0683,Tuesday February 17, 2026,K,0,9,3,0,9,1,3,0,9
0684,Wednesday February 18, 2026,J,0,7,5,0,7,2,5,0,7
0685,Thursday February 19, 2026,G,0,8,3,0,8,1,3,0,8
0686,Friday February 20, 2026,Z,7,6,0,7,6,1,0,7,6
0687,Saturday February 21, 2026,X,4,8,6,4,8,8,6,4,8
0688,Sunday February 22, 2026,F,9,6,7,9,6,3,7,9,6
0689,Monday February 23, 2026,D,2,7,2,2,7,5,2,2,7
0690,Tuesday February 24, 2026,D,3,2,6,3,2,9,6,3,2
0691,Wednesday February 25, 2026,Z,0,9,3,0,9,6,3,0,9
0692,Thursday February 26, 2026,D,1,6,1,1,6,1,1,1,6
0693,Friday February 27, 2026,W,6,7,5,6,7,3,5,6,7
0694,Saturday February 28, 2026,D,0,5,6,0,5,2,6,0,5
0695,Sunday March 01, 2026,K,0,8,3,0,8,9,3,0,8
0696,Monday March 02, 2026,N,5,5,8,5,5,0,8,5,5
0697,Tuesday March 03, 2026,T,4,3,0,4,3,3,0,4,3
0698,Wednesday March 04, 2026,G,0,2,4,0,2,4,4,0,2
0699,Thursday March 05, 2026,W,7,5,6,7,5,8,6,7,5
0700,Friday March 06, 2026,E,5,1,6,5,1,1,6,5,1
0701,Saturday March 07, 2026,Q,9,1,8,9,1,8,8,9,1
0702,Sunday March 08, 2026,Q,1,9,4,1,9,0,4,1,9
0703,Monday March 09, 2026,U,1,9,8,1,9,4,8,1,9
0704,Tuesday March 10, 2026,C,9,7,8,9,7,6,8,9,7
0705,Wednesday March 11, 2026,R,5,2,6,5,2,9,6,5,2
0706,Thursday March 12, 2026,J,7,4,5,7,4,6,5,7,4
0707,Friday March 13, 2026,U,5,4,5,5,4,1,5,5,4
0708,Saturday March 14, 2026,N,5,3,0,5,3,8,0,5,3
0709,Sunday March 15, 2026,N,9,2,9,9,2,0,9,9,2
0710,Monday March 16, 2026,J,9,5,4,9,5,1,4,9,5
0711,Tuesday March 17, 2026,X,9,5,9,9,5,6,9,9,5
0712,Wednesday March 18, 2026,S,0,2,3,0,2,8,3,0,2
0713,Thursday March 19, 2026,K,9,0,7,9,0,8,7,9,0
0714,Friday March 20, 2026,G,9,8,7,9,8,1,7,9,8
0715,Saturday March 21, 2026,Q,4,1,5,4,1,6,5,4,1
0716,Sunday March 22, 2026,H,2,7,9,2,7,3,9,2,7
0717,Monday March 23, 2026,P,7,5,3,7,5,6,3,7,5
0718,Tuesday March 24, 2026,T,2,9,6,2,9,7,6,2,9
0719,Wednesday March 25, 2026,M,2,4,9,2,4,5,9,2,4
0720,Thursday March 26, 2026,Z,1,3,6,1,3,7,6,1,3
0721,Friday March 27, 2026,C,3,5,8,3,5,9,8,3,5
0722,Saturday March 28, 2026,D,6,4,6,6,4,7,6,6,4
0723,Sunday March 29, 2026,Y,0,8,0,0,8,0,0,0,8
0724,Monday March 30, 2026,W,8,7,3,8,7,2,3,8,7
0725,Tuesday March 31, 2026,Y,7,3,1,7,3,7,1,7,3
0726,Wednesday April 01, 2026,S,2,3,0,2,3,6,0,2,3
0727,Thursday April 02, 2026,K,0,6,5,0,6,0,5,0,6
0728,Friday April 03, 2026,N,6,0,4,6,0,4,4,6,0
0729,Saturday April 04, 2026,O,3,8,0,3,8,4,0,3,8
0730,Sunday April 05, 2026,Q,7,2,9,7,2,2,9,7,2
0731,Monday April 06, 2026,J,6,5,3,6,5,8,3,6,5
0732,Tuesday April 07, 2026,D,1,0,8,1,0,8,8,1,0
0733,Wednesday April 08, 2026,H,1,4,9,1,4,6,9,1,4
0734,Thursday April 09, 2026,Y,0,1,0,0,1,8,0,0,1
0735,Friday April 10, 2026,A,6,1,3,6,1,1,3,6,1
0736,Saturday April 11, 2026,A,0,9,0,0,9,0,0,0,9
0737,Sunday April 12, 2026,T,4,0,8,4,0,7,8,4,0
0738,Saturday April 18, 2026,S,8,3,6,8,3,1,6,8,3
0739,Sunday April 19, 2026,Y,4,0,0,4,0,2,0,4,0
0740,Monday April 20, 2026,N,2,6,1,2,6,0,1,2,6
0741,Tuesday April 21, 2026,F,5,4,4,5,4,3,4,5,4
0742,Wednesday April 22, 2026,Q,4,4,2,4,4,4,2,4,4
0743,Thursday April 23, 2026,S,5,1,9,5,1,5,9,5,1
0744,Friday April 24, 2026,M,9,2,8,9,2,8,8,9,2
0745,Saturday April 25, 2026,H,1,1,5,1,1,5,5,1,1
0746,Sunday April 26, 2026,Z,2,4,7,2,4,6,7,2,4
0747,Monday April 27, 2026,V,2,0,6,2,0,7,6,2,0
0748,Tuesday April 28, 2026,S,5,3,1,5,3,6,1,5,3
0749,Wednesday April 29, 2026,A,8,1,5,8,1,3,5,8,1
0750,Thursday April 30, 2026,X,5,3,5,5,3,4,5,5,3
0751,Friday May 01, 2026,T,6,6,5,6,6,3,5,6,6
0752,Saturday May 02, 2026,G,1,6,3,1,6,2,3,1,6
0753,Sunday May 03, 2026,M,7,8,0,7,8,6,0,7,8
