Draw,Date,Letter,Numbers...
2090,Wednesday December 31, 2025,Y,22,24,38,42
2091,Thursday January 01, 2026,Q,16,20,37,42
2092,Friday January 02, 2026,Z,48,71,72,78
2093,Saturday January 03, 2026,Z,45,54,58,65
2094,Sunday January 04, 2026,W,18,52,55,78
2095,Monday January 05, 2026,W,15,20,43,59
2096,Tuesday January 06, 2026,W,04,08,25,35
2097,Wednesday January 07, 2026,U,06,09,34,64
2098,Thursday January 08, 2026,T,27,56,66,71
2099,Friday January 09, 2026,O,07,34,60,73
2100,Saturday January 10, 2026,M,03,56,77,81
2101,Sunday January 11, 2026,H,16,18,19,28
2102,Monday January 12, 2026,O,13,35,75,80
2103,Tuesday January 13, 2026,Z,19,45,46,78
2104,Wednesday January 14, 2026,C,34,35,61,74
2105,Thursday January 15, 2026,X,35,38,54,64
2106,Friday January 16, 2026,L,35,40,48,56
2107,Saturday January 17, 2026,T,03,06,09,66
2108,Sunday January 18, 2026,L,1,6,33,36
2109,Monday January 19, 2026,T,31,39,69,82
2110,Tuesday January 20, 2026,A,09,39,41,74
2111,Wednesday January 21, 2026,G,22,52,54,65
2112,Thursday January 22, 2026,A,02,30,58,61
2113,Friday January 23, 2026,F,17,23,38,44
2114,Saturday January 24, 2026,B,22,28,32,72
2115,Sunday January 25, 2026,T,06,31,54,81
2116,Monday January 26, 2026,J,19,43,44,73
2117,Tuesday January 27, 2026,T,41,63,75,81
2118,Wednesday January 28, 2026,U,09,40,49,52
2119,Thursday January 29, 2026,P,51,61,64,74
2120,Friday January 30, 2026,W,17,27,30,37
2121,Saturday January 31, 2026,M,1,19,54,58
2122,Sunday February 01, 2026,F,16,42,46,56
2123,Monday February 02, 2026,I,01,61,73,77
2124,Tuesday February 03, 2026,D,18,46,49,64
2125,Wednesday February 04, 2026,T,07,61,66,72
2126,Thursday February 05, 2026,S,2,47,55,66
2127,Friday February 06, 2026,D,12,36,48,53
2128,Saturday February 07, 2026,Z,03,09,34,58
2129,Sunday February 08, 2026,F,18,53,68,71
2130,Monday February 09, 2026,S,14,22,48,69
2131,Tuesday February 10, 2026,L,05,27,50,54
2132,Wednesday February 11, 2026,K,08,21,61,75
2133,Thursday February 12, 2026,O,50,51,52,58
2134,Friday February 13, 2026,D,15,51,62,80
2135,Saturday February 14, 2026,N,32,45,58,72
2136,Sunday February 15, 2026,M,22,66,70,78
2137,Monday February 16, 2026,C,25,28,50,82
2138,Tuesday February 17, 2026,Z,28,33,51,63
2139,Wednesday February 18, 2026,R,23,60,74,78
2140,Thursday February 19, 2026,D,01,10,16,34
2141,Friday February 20, 2026,Q,33,78,79,81
2142,Saturday February 21, 2026,N,17,18,44,68
2143,Sunday February 22, 2026,I,01,05,06,81
2144,Monday February 23, 2026,R,23,41,49,77
2145,Tuesday February 24, 2026,R,04,12,19,48
2146,Wednesday February 25, 2026,K,23,41,46,80
2147,Thursday February 26, 2026,P,13,32,65,71
2148,Friday February 27, 2026,Q,1,16,19,81
2149,Saturday February 28, 2026,S,43,67,71,77
2150,Sunday March 01, 2026,Q,13,56,70,77,2,9,6,9
2151,Monday March 02, 2026,K,04,16,25,75
2152,Tuesday March 03, 2026,Y,21,28,54,71
2153,Wednesday March 04, 2026,H,12,28,34,65
2154,Thursday March 05, 2026,U,2,6,40,82
2155,Friday March 06, 2026,C,24,56,79,80
2156,Saturday March 07, 2026,K,07,24,34,58
2157,Sunday March 08, 2026,O,08,17,33,45,3,3,7,2
2158,Monday March 09, 2026,T,04,16,23,42
2159,Tuesday March 10, 2026,A,12,70,76,78
2160,Wednesday March 11, 2026,M,05,11,47,58
2161,Thursday March 12, 2026,T,33,41,58,60
2162,Friday March 13, 2026,M,13,16,26,37
2163,Saturday March 14, 2026,U,32,59,75,81
2164,Sunday March 15, 2026,Q,29,41,58,81,1,7,9,8
2165,Monday March 16, 2026,G,07,31,63,72
2166,Tuesday March 17, 2026,E,01,04,28,33
2167,Wednesday March 18, 2026,M,26,47,71,81
2168,Thursday March 19, 2026,T,9,28,53,60
2169,Friday March 20, 2026,P,02,18,32,58
2170,Saturday March 21, 2026,U,44,69,70,72
2171,Sunday March 22, 2026,M,07,12,26,39,3,0,3,6
2172,Monday March 23, 2026,S,26,66,71,74
2173,Tuesday March 24, 2026,R,08,19,20,50
2174,Wednesday March 25, 2026,Z,13,24,37,51
2175,Thursday March 26, 2026,U,09,19,36,52
2176,Friday March 27, 2026,W,23,45,55,66
2177,Saturday March 28, 2026,U,05,06,64,75
2178,Sunday March 29, 2026,M,15,57,59,67,1,7,0,6
2179,Monday March 30, 2026,T,18,49,59,69
2180,Tuesday March 31, 2026,S,23,29,38,52
2181,Wednesday April 01, 2026,B,15,33,38,57
2182,Thursday April 02, 2026,V,09,20,30,35
2183,Friday April 03, 2026,F,39,46,48,58
2184,Saturday April 04, 2026,R,41,55,64,74
2185,Sunday April 05, 2026,J,29,37,38,59,4,4,5,8
2186,Monday April 06, 2026,W,28,52,79,80
2187,Tuesday April 07, 2026,F,04,25,38,45
2188,Wednesday April 08, 2026,J,27,28,39,67
2189,Thursday April 09, 2026,X,7,23,30,33
2190,Friday April 10, 2026,G,01,16,55,82
2191,Saturday April 11, 2026,M,35,37,58,61
2192,Sunday April 12, 2026,Y,16,38,42,77,0,6,0,1
2193,Saturday April 18, 2026,W,02,08,10,16
2194,Sunday April 19, 2026,J,17,25,36,54,0,7,9,6
2195,Monday April 20, 2026,D,11,57,61,66
2196,Tuesday April 21, 2026,E,11,44,66,77
2197,Wednesday April 22, 2026,K,13,39,53,78
2198,Thursday April 23, 2026,I,08,12,62,75
2199,Friday April 24, 2026,S,22,43,52,60
2200,Saturday April 25, 2026,A,03,35,47,48
2201,Sunday April 26, 2026,W,24,46,52,53,0,0,2,5
2202,Monday April 27, 2026,O,14,23,29,77
2203,Tuesday April 28, 2026,M,3,55,68,75
2204,Wednesday April 29, 2026,E,09,26,40,76
2205,Thursday April 30, 2026,U,16,64,68,76
2206,Friday May 01, 2026,Q,2,45,48,53
2207,Saturday May 02, 2026,B,07,30,31,68
2208,Sunday May 03, 2026,E,23,48,67,77,2,1,8,1
2209,Monday May 04, 2026,Q,11,13,52,79
2210,Tuesday May 05, 2026,Z,09,62,76,77
2211,Wednesday May 06, 2026,C,36,37,72,78
2212,Thursday May 07, 2026,E,07,10,28,53
2213,Friday May 08, 2026,E,07,63,64,79
2214,Saturday May 09, 2026,D,17,24,30,62
2215,Sunday May 10, 2026,R,08,23,34,54,0,2,2,8
2216,Monday May 11, 2026,D,12,49,66,68
2217,Tuesday May 12, 2026,Y,34,37,38,75
